pid,title,transtitle,author,translator,poem,transpoem,note,abio,tbio,epigraph,language,lang,image,imagecredit,origaudio,translaudio,edition,pagetype,wrapformat,sequence
editor-note,,Editor's Note,Carine Medellus; Daria Knurenko,,,,"<p class=""ednote"">Dear readers,</p>

<p class=""ednote"">We, Carine and Daria, are delighted to share with you the 2026 issue of our magazine, and we hope you enjoy reading it as much as we enjoyed working on it.</p>

<p class=""ednote"">Our <em>DoubleSpeak</em> experiences have been some of the most transformative in our lives at Penn; from writing about the magazine in college application essays to attending the first meeting at the Kelly Writers House to listening to the <em>DoubleSpeak</em> playlist together, we have formed so many memories and learned of languages and cultures we had not even heard about. </p>

<p class=""ednote"">This year’s issue is extremely rich in terms of geographies, languages, ideas, and new features. A number of translations accepted this year were completed this past summer in a literary translation seminar at La Sapienza University in Rome, taught by <em>DoubleSpeak</em>’s faculty editor, Taije Silverman, who was hosted at La Sapienza by Professor Iolanda Plescia. The variety in submissions by students from the seminar has significantly enriched the linguistic representation in our journal; we received translations in languages <em>DoubleSpeak</em> has never previously featured, such as the translation from Uzbek by Manzura Ravshanbekovna Abdirimova and translations from Kazakh by both Fariza Saidybek and Zarina Nurakhunova. We also expanded our range of forms by accepting our first set of riddles, translated from Crimean Tatar by Denis Ferhatović.</p> 

<p class=""ednote"">Some of these poems unfold through beautiful abstraction, such as Magzhan Zhumabayev’s “Turned Yellow,” translated by Fariza Saidybek. Others, such as Kunwar Narian’s “Shop that Sells Peace,” translated by Apollo Constantine, speak directly to the unrest the world is experiencing today.</p>

<p class=""ednote"">Another highlight of the 2026 spring issue is its abundance of Persian translations: ""To Have a Mother"" by Fereydoon Moshiri, translated by Mahsa Nikomanesh; ""The Aghavan Tree"" by Amir Houshang Ebtehaj, translated by Elahe Eizadi; ""Ghazal 317"" by Hafez, translated by Elnaz Zandian, and ""We Are All Okay"" by Seyed Ali Salehi, translated by Sogand Shenavar. We hope that these fascinating translations allow our readers proximity to the poems’ authors and Iranian heritage, in place of the distance that the American government is attemptings to install.</p>

<p class=""ednote"">Lastly, while this year’s issue contains a number of innovations and changes, we would like to think that we as <em>DoubleSpeak</em> staff were at all times guided by the mission that the translators have faced at all times and that was summarized so precisely by Walter Benjamin: to release in our own language that pure language that is under the spell of another, to liberate the language imprisoned in a work in our re-creation of that work.</p>

<p class=""ednote"">With this, we’d like to welcome you to the spring 2026 issue of <em>DoubleSpeak</em> and its many beautiful translations, as well as the stirring musing by Mariam El Naggar about the shifting linguistic nature of blessing, in Arabic and English.</p> 

<p>Sincerely,<br>Daria Knurenko and Carine Medellus</br>Editors-in-Chief</p>
",,,,,,/assets/images/images_26/letterfromeditors.jpeg,,,,2026,frontmatter,,
sisters-heavy-and-tender,Сёстры – тяжесть и нежность...,Sisters – Heavy and Tender...,Osip Mandelstam,Valentin Yemelin,"Сёстры – тяжесть и нежность, одинаковы ваши приметы.
Медуницы и осы тяжёлую розу сосут.
Человек умирает. Песок остывает согретый,
И вчерашнее солнце на чёрных носилках несут.

Ах, тяжёлые соты и нежные сети!
Легче камень поднять, чем имя твое повторить.
У меня остаётся одна забота на свете:
Золотая забота, как времени бремя избыть.

Словно тёмную воду, я пью помутившийся воздух.
Время вспахано плугом, и роза землёю была.
В медленном водовороте тяжёлые, нежные розы,
Розы тяжесть и нежность в двойные венки заплела!
","Sisters – Heavy and Tender by name – the same are your features.
Wasps and wild bees are busy, sucking on a ponderous rose. 
A man is dying. The warm sand cools down on the beaches. 
And yesterday’s sun on the black stretchers moves to repose. 

Ah, the toils are so tender, and the honeycombs – heavy!
It is easier to lift a stone than to repeat your name.
And the worry – the golden worry I am left with:
How to waste out the burden of time – is the last to remain.

I am drinking the nebulous air, like the murky dark water.
Time is turned up by a plow, and this rose has once been earth.
In a whirlpool the roses are circling, so heavy and tender,
That their tenderness weaves with the heaviness into the wreath!","<p>Earlier translations often fell into two categories: mechanical literary renderings or freer adaptations. The debate over Mandelstam’s translation, framed by D.H. Lawrence and Vladimir Nabokov, reflects the classic tension between poetic freedom and literal fidelity. Lawrence’s versions, based on cribs, read more like creative adaptations — capturing mood but reshaping Mandelstam into Lawrence’s own idiom. Nabokov, by contrast, rejected such liberties, demanding near word-for-word exactness even if the result seemed awkward in English. At the heart of this dispute lies a fundamental question: should a translation recreate the poem’s effect in the new language, or preserve its exact structure and meaning?</p>
<p>Modern scholarship suggests that neither extreme fully serves Mandelstam. Lawrence risks distortion; Nabokov risks unreadability. The most successful translators seek a middle path, honoring Mandelstam’s precision while retaining poetic vitality. The translations presented here attempt to follow this middle course, though leaning somewhat closer to Nabokov’s approach. They aim to preserve the sound of Mandelstam’s poetry while closely following the meaning and maintaining structure — including rhyme, meter, and intonation — as faithfully as possible to the originals. This approach contrasts with many earlier versions.</p>","<p>In 1891 Osip Emilievich Mandelstam was born in Warsaw (then part of the Russian Empire) to a Jewish family. He grew up in St. Petersburg, where he attended the elite Tenishev School, and later continued his studies in Paris and Heidelberg. </p>
<p>As a leading figure of the Acmeist movement, Mandelstam championed clarity, precision, and cultural
depth, setting his work apart from the mysticism of Symbolism. His early poetry collections <i>Stone<i> (1913, 1916) and <i>Tristia</i> (1922) established him as one of the foremost Russian poets. His life, however, was
overshadowed by Stalinist repression. In 1933, he wrote an poem about the dictator, which soon came to Stalin’s attention. This led to escalating persecutions: he was arrested, exiled, arrested again, and finally died in a transit labor camp near Vladivostok in 1938. He was buried in a mass grave at an unknown location.</p>
<p>Mandelstam’s poetry is rich in classical, biblical, and historical allusions, reflecting his belief in the continuity between past and present. His verse combines musicality, exact imagery, and philosophical meditation, often revolving around memory, mortality, and cultural survival. Even in exile, his later poems embody both despair and defiance, preserving an inner space of freedom against totalitarianism.</p>","<p>Valentin Yemelin, born in 1956 in Moscow, Russia, has lived in Norway since 2001.Yemelin graduated from the Leningrad Institute of Technology in 1976 and from Harvard University in 1997. He currently works at the Collaborating Center of the UN Environment Programme.</p>                                                                                                                                                                                                                                                        <p>Yemelin writes poetry in both Russian and English. His translations from English, Russian, German, Swedish, Danish, and Norwegian have appeared in the poetry magazines <i>Interpoezia, The Write Launch (USA), Vyshgorod (Estonia), and Emigrant Lira (Belgium) </i>. His original poems have been published in <i>White Raven</i> and online in the magazines <i>White Mammoth, Bukvitsa</i> and <i>Golden Fleece</i>. He translated Dennis Nurkse’s family saga <i>Voices over Water</i> and, together with Galina Itskovich, published the translated anthologies <i>Female Poetry of America</i> and <i>Narrative Poetry</i>. He is a laureate of the Fourth International Festival of Russian Poetry and Culture in Israel, and the Fifth World Festival of Emigrant Lira. He was also a finalist of the 13th International Festival of Russian Poetry Pushkin in Britain, the Open Baltic Championship of 2015, and the International World Cup of Poetry, in 2017.</p> ",,Russian,ru,/assets/images/images_26/Mandelstam.jpeg,,,,2026,submission,,
i-became-devoted-to-you,Mubtalo bo’ldum sanga,I Became Devoted To You,Alisher Navoi,Manzura Ravshanbekovna Abdirimova,"Ko‘rgali husnungni zoru mubtalo bo‘ldim sanga,                         
Ne balolig‘ kun edikim, oshno bo‘ldim sanga?!

Har necha dedimki, kun-kundin uzay sendin ko‘ngil,
Vahki, kun-kundin battarroq mubtalo bo‘ldim sanga.
                                                                           
Men qachon dedim vafo qilg‘il manga, zulm aylading,
Sen qachon deding, fido bo‘lg‘il mango, bo‘ldim sanga!
                                                                           
Qay paripaykarg‘a, dersen, telba bo‘lding bu sifat,
Ey paripaykar, ne qilsang qil mango, bo‘ldim sanga!
                                                                           
Ey ko‘ngul, tarki nasihat ayladim — ovvora bo‘l,
Yuz balo yetmaski, men ham bir balo bo‘ldim sanga!
                                                                           
Jomi Jam birla Xizr suyi nasibimdir mudom,
Soqiyo, to tarki joh aylab, gado bo‘ldim sanga.
                                                                           
G‘ussa changidin navoye topmadim ushshoq aro,
To Navoiydek asiru benavo bo‘ldim sanga.","To behold your beauty, I became lovesick, enslaved by you.
What a fateful day it was when I became so close to you!
                                                                           
I told myself with time, my heart would grow distant from you, 
But with each day, I grew more entangled in you.
                                                                           
When I asked you to be faithful, you showed me cruelty.
When you asked for my devotion, I gave myself to you!
                                                                           
One might ask ""To what beauty has this madman lost his mind?""
Oh beauty, do as you will—still, I belong to you!
                                                                           
Oh heart, I’ve turned away from wise advice—go and wander!
As if a hundred troubles were not enough, I became a trouble to you.
                                                                           
Jamshid’s cup and Khizr’s fountain were always my companions.
Oh cupbearer, I cast off the world and became a beggar for you.
                                                                           
In the dust of sorrow, no joy did lovers find.                                                             
I, like Navoi, became a captive – a poor prisoner to you.","<p>I am drawn to this poem by Alisher Navoi not only because he is my favourite poet, but also because the theme of the poem appeals to me. It is about a person who is deeply in love with a beautiful but hard-hearted woman who shows him no kindness. Throughout the poem, the poet beautifully describes how forcefully he is becoming devoted to her, despite his efforts to stop it. He uses a mythical figure (Khizr) and mythical object (King Jamshid’s magic cup) to vividly describe his wretchedness.</p>
<p>One of the most challenging phrases to translate was <i>mubtalo bo’ldum</i> (in both the title and first line), because it is an archaic word combination and no longer used by people in my country, so I had to change the translation there several times to preserve the meaning and the strength of the feeling the poet is depicting. Similarly, <i>paripaykar</i> was another archaic word posing difficulty; it suggests a very beautiful woman. At first, I tried “enchantress,” then “fairy,” and “fairy-winged,” but they did not sound right, so I ended up using “beauty.” The word <i>balo</i>, which means “misery, natural disaster,” also required much effort, but after grappling with it, I think I achieved a more accurate translation.</p>","<p>Alisher Navoi was a famous poet. He was born in 1441 in Herat, now in Afghanistan. He lived during the time of the Timurid Empire. Navoi is known as the father of Turkic literature, writing beautiful poems in the Chagatai Turkic language during a time when most of his contemporaries wrote in Persian.</p> 
<p>He worked as a government leader, but he also built schools, libraries, hospitals, and roads. One of his most famous books is <i>Khamsa,</i> which means “Five Treasures,” and comprises five long poems about love, wisdom, and morality. Navoi also wrote about religion, friendship, and how to live a good life. He died in 1501, but his work is still loved and read today. Alisher Navoi’s writing helped shape the culture and language of Central Asia, and he is remembered as a great thinker and poet.</p>","<p>Manzura Abdirimova is a master’s student in English and Anglo-American Studies at  La Sapienza University in Rome. In her childhood, she was interested in literature and wrote poems and short stories. She translated short poems into English with her fellow students at Sapienza University. While pursuing her bachelor’s degree, she also worked as a translator and wrote articles for <i>Xorazm Yoshlari</i> (“Khorezm Youth”), a newspaper in Uzbekistan.</p>
",,Uzbek,uz,/assets/images/images_26/Navoi.jpeg,,i-became-devoted-to-you_orig.m4a,i-became-devoted-to-you_english.m4a,2026,submission,,
to-our-youth,A tutti i giovani raccomando,To Our Youth,Alda Merini,Gabriele Costarella,"A tutti i giovani raccomando:
aprite i libri con religione,
non guardateli superficialmente,
perché in essi è racchiuso
il coraggio dei nostri padri.
E richiudeteli con dignità
quando dovete occuparvi di altre cose.
Ma soprattutto amate i poeti.
Essi hanno vangato per voi la terra
per tanti anni, non per costruirvi tombe,
o simulacri, ma altari.
Pensate che potete camminare su di noi
come su dei grandi tappeti
e volare oltre questa triste realtà
quotidiana.","To our youth I say:
open your books with devotion,
and do not merely skim.
The courage of our fathers
lies within.
Close them with dignity
when other matters surface.
Above all, love the poets.
They’ve tilled the earth for you
over many years – not for graves
or idols, but altars.
You may walk upon us,
great flying carpets,
to go beyond this sad
everyday reality.
","<p>During Prof. Tajie Silverman's seminar on translation at the University of La Sapienza in Rome, we were asked  to translate a poem from our native Language into English. My  girlfriend suggested Alda Merini's <i>A tutti i giovani raccomando</i>, and I thought it was perfect: elegant, simple and with a strong meaning  behind it. Later, I read about her life story, and it struck me as something  incredible, worthy of praise and deep analysis.</p>

<p>The translation was quite simple, but simplicity does not always equal a straightforward process. Translation from Italian into English always requires considerable changes in prosody and lexical content in order to keep the fundamentals of the piece intact. Even free verse  must be adapted to better suit the particular English prosody and the semantic charge of poems. That is why I added the enjambement in /The courage of our fathers / lies within. / not present in the original.</p>

<p>The simplicity of the verses and word choices gave me some peculiar problems to resolve. For example, the verse <i>aprite i libri con  religione</i> literally means ""open your books religiously"", which would imply the author is trying to say we should read often and carefully(like a nun's habit). But if we read the next lines, we understand it is necessary to read ""religiously"" because our father's courage is  present in the books. So the meaning shifts from a temporal command to a moral, temperamental command: we should open our books ceremonially and respectfully because inside we will find our father's courage. I think the word ""devotion"" perfectly encapsulates both the feeling and the command being transmitted.</p> 

<p>I omitted the word “pensate"" (which means “to think”) from my translation because I found the other possibilities to be quite awkward: they miss the sense of openness and liberty the author is trying to leave us with. /Think you may walk upon us/ or /Know you may walk upon us/ or /Imagine  you can walk upon us/ leave out a crucial subtext from the original: we, the readers and receivers of the poet's work, have been allowed to soar beyond this reality using their work. If we use the word ""think,"" then we lose poetic charge; if we use ""know,"" then we are transmitting security, reassurance, which is not what I believe the author wishes to leave us with. Finally, if we use ""imagine,"" we are deviating from the original meaning by suggesting the reader should create a mental image instead of actually carrying out what the poet wants us to accomplish by reading their poetry.</p>

<p>The last word of the poem, ""quotidiana""(/ˈkwɔ.ti.ˈdja.na/), means  ""daily""; I think it is represented faithfully by the idea of an ""everyday  reality"". Of course, with this translation we are shifting the focus  from the word ""everyday"" to the word ""reality""; it is possible that this  change could leave the reader with a juxtaposition of the real versus the unreal instead of the original image of escaping from the  ""everyday"". Yet I feel the compound ""everyday reality"" will more than likely transfer the same meaning to most readers, and few will focus on reality, just a hunch.</p>","<p>Alda Giuseppina Angela Merini (1931 – 2009) was an Italian writer known for her unique style that captured the traumatic experiences of her life. The Second World War stripped Merini of her youth, as her home was bombed and her family struggled to not starve in the following years. In 1947, she was interned in a <i>manicomio</i>, or asylum, due to her manic and depressive episodes. She spent over ten years in mental institutions, suffering greatly due to the mistreatment she and other patients received daily.</p>
<p>Notably, she started writing poems at the age of 15; her striking verses were first published by Spangoletti in his <i>Antologia</i>. Today, she is especially known for her collection entitled <i>Terra Santa</I>, or ""Holy Land,"" in which she remembers the horrors of Italian mental institutions.</p>","<p>Gabriele Costarella is a master's student in Anglo-American Studies at La Sapienza University in Rome. Born in Messina, he is a self-taught English literature aficionado who will talk too much if you’re not careful with your questions.</p>
<p>He has worked as an English teacher, translator, and tour guide, and is currently becoming a researcher. He initially approached translation as a way to pay the bills, but it has since become a delight. He enjoys editing and translating works, adding to the great cultural reservoir we call literature.</p>",,Italian,it,/assets/images/images_26/Merini.jpeg,,to-our-youth_orig.mp3,to-our-youth_english.mp3,2026,submission,,
to-have-a-mother,مادر داشتن,To Have a Mother,Fereydoon Moshiri ,Mahsa Nikomanesh,"مادر داشتن

تاج از فرق فلک برداشتن
جاودان آن تاج بر سر داشتن

در بهشت آرزو ره یافتن
هر نفس شهدی به ساغر داشتن

روز در انواع نعمت ها و ناز
شب بتی چون ماه در بر داشتن

صبح از بام جهان چون آفتاب
روی گیتی را منور داشتن

شامگه چون ماه رویاآفرین 
ناز بر افلاک و اختر داشتن

چون صبا در مزرع سبز فلک
بال در بال کبوتر داشتن

حشمت و جاه سلیمانی یافتن
شوکت و فر سکندر داشتن

تا ابد در اوج قدرت زیستن
ملک هستی را مسخر داشتن

بر تو ارزانی که ما را خوشتر است
لذت یک لحظه مادر داشتن

","To remove the crown from the sky’s head
To wear that crown for eternity

To find a way into the heaven of desire
To sip, with each breath, from the depthless bowl of nectar

To be surrounded all day by luxury and abundance
To embrace a moon-like idol at night

To illuminate the face of the universe at dawn,
like sunlight, from the roof of the world

To flirt with the firmament, stars,
at night, like the dream-maker moon

To fly like the east wind, Saba, through the sky’s green meadow,
wing-to-wing with doves

To reach Solomon’s rank and dignity
To possess Alexander’s grandeur and glory

To remain at the peak of power forever
To conquer the realm of existence

I would toss these off to you, simply,
since I am happier to have a mother for a moment.","<p>In the first line, the poet uses the word <i>calvarium</i> to indicate the place from which the sky’s crown is removed. This word has appeared a lot in Persian literature, but it doesn’t have a poetic counterpart in Englis, so I've replaced it with ""head.""</p>
<p>In the first line, the sky is compared to a green meadow on which Saba is blowing. I used ""meadow"" because the poet doesn’t mean a land to plant something on, or somewhere meant for domesticated animals, but rather an expanse of land covered in tall grasses that make wavy shapes when the wind blows. The second line offers a comparison between Saba and a bird, and the act of blowing is compared to the flying of birds. The final image presents Saba and the dove flying together while taking each others' wings (passing through the sky’s green meadow) - like two people walking together, taking each other’s hands. I used dove instead of pigeon, which seems more poetic.</p>","<p>Fereydoon Moshiri (1926-2000) was a celebrated Iranian poet.</p>
","<p>Originally from Iran, Mahsa Nikomanesh is a master’s student in English and Anglo-American Studies at La Sapienza University in Rome. She holds a Bachelor’s degree in English translation and has been working in this field for about three years.<p/> ",,Farsi,fa,/assets/images/images_26/Moshiri.jpg,,to-have-a-mother_orig.mp3,to-have-a-mother_english.mp3,2026,submission,,
to-maigul,Майгүлге,To Maigul,Mukagali Makatayev,Zarina Nurakhunova,"Қалақтай едің,
Қабіріңде қалақ тұр.
Туғаныңды, өлгеніңді санап құр.
Сенің аңқау құлағыңдай қалқиып,
Қыр басынан қала жаққа қарап тұр.
Қызым менің,
Гүлім менің,
Аяулым!
Жатыр молаң жотасындай қоянның
Құлпытастың құны маған бес тиын,
Бір-ақ таспен қалай жаншып қоярмын?!
Қойман, ботам.
Керегі не көк тастың.
Қыста ақ қар, жазда шалғын шөп бассын.
Өзің келген май айында ақ нөсер,
Ағыл-тегіл бізбен бірге жоқтассын.
Керегі жоқ көк тастың...
Бұлданба, жүрек, бұлданба!
Жиылып досың тұрғанда,
Жиырып сені жентектер,
Жымысқы қайғы-мұң бар ма,
Бұлданба, жүрек, бұлданба!
Қызығы тайып, қызы өлген,
Жалғыз-ақ сен бе бұл маңда?!
Қыс қайтып, жасыл көктемде.
Қызғалдақ өсер қырларда.
Өкініш айтып өткенге,
Бұлданба, жүрек, бұлданба!
Сары алтын дейді сабыр іс,
Тепкілей берме, өкпемді.
Қыз деген құрғыр сағыныш,
Сағынту үшін кеткен-ді.
Бұлданба, жүрек, бұлданба!","You were small as a spade.
Now a spade stands at your grave.
What’s left of you now are the dates
of your birth and your death.
Toward the city your naïve mound
on this hill turns, looking,
as your naïve ears would tilt, listening.
Daughter of mine,
bloom of mine—
Beloved.
Your grave lies soft—a gentle rabbit’s knoll.
A headstone’s worth—five pounds—won’t make you whole.
How could I place you beneath blue stone?
I won’t, my moon, my pretty one.
What’s the need for a stone?
Let winter wrap you soft in snow,
and summer grasses gently grow.
Let the pouring rain of May, the month you came,
fall down like tears and speak your name.
No need for a stone.
Don’t sulk, my heart, don’t sulk.
When friends come by and hold you near,
the cold should shrink away from here.
What stealthy grief still dares to stay?
Don’t sulk, my heart, don’t turn away.
Are you the only one left here
whose joy and daughter have disappeared?
When winter leaves, in green spring,
tulips will blossom on the hills.
Don’t mourn the past, don’t grieve again.
Don’t sulk, my heart, don’t cry in vain.
They call patience pure yellow gold,
so stop stirring up the ache I hold.
A daughter, that curse of bliss,
was born to go, and leave us this.
Don’t sulk, my heart, please, don’t sulk.","<p>The poem I chose was written by Mukagali Makatayev after the death of his 11 year-old daughter - Maigul.</p>
<p>When I first read this poem, I was struck by its progression from childhood innocence to the inevitability of death. The opening phrase, <i>қалақтай едің</i>, carries an affectionate image of smallness, the kind of expression someone might use when remembering a child. Yet within only a few lines, the same word appears again in a completely different sense — as a shovel standing at the grave. That sudden shift from tenderness to finality was what made me so interested in this poem.</p> 
<p>The greatest challenge was how to deal with the word <i>Бұлданба</i>, which means “don’t sulk” or “don’t pout.” The tone is gentle, often consoling, but can also carry mild reproach. Rendering such everyday expressions into English is tricky, because their force depends not only on meaning but also on cultural nuance.</p>
<p>One more difficulty came with the closing line: <i>Туғаныңды, өлгеніңді санап құр</i>. It reduces life to a bare equation, as if nothing remains except two dates on a gravestone. I wanted to capture the bluntness of this statement without making it sound too flat in English. My translation — “What’s left of you now are the dates of your birth and your death.” — tries to retain both the bitterness and the sense of futility that the original conveys.</p>
<p>This process reminded me that translation is never just about words, but about choices. In this poem, that truth lies in the fragile span between birth and death, and the haunting feeling that follows the father.</p>","<p>Mukagali Makatayev is one of the greatest poets of the mid-20th century and is often called the “soul of Kazakh poetry”. He is also a renowned translator, and he brought both Shakespeare’s sonnets and Dante’s <i>Divine Comedy</i> into the Kazakh language.</p>","<p>Zarina Nurakhunova is pursuing her master's degree in English and Anglo-American Studies at La Sapienza University in Rome. Growing up as a bilingual speaker of Kazakh and Russian, she has always had a passion for languages; this passion has led to a bachelor's degree in foreign languages from one of the leading universities in her home country, Kazakhstan, where she gained fluency in English, Turkish, and some knowledge of German and Italian.</p>",,Kazakh,kk,/assets/images/images_26/Makatayev.jpeg,,,,2026,submission,,
ghazal-317,غزل شماره ۳۱۷,Ghazal 317,Khajeh Shams od Din Moḥammad Ḥafeẓ e Shirazi,Elnaz Zandian,"فاش می‌گویم و از گفته خود دلشادم
بنده عشقم و از هر دو جهان آزادم
طایر گلشن قدسم چه دهم شرح فراق
که در این دامگه حادثه چون افتادم
من ملک بودم و فردوس برین جایم بود
آدم آورد در این دیر خراب آبادم
سایه طوبی و دلجویی حور و لب حوض
به هوای سر کوی تو برفت از یادم
نیست بر لوح دلم جز الف قامت دوست
چه کنم حرف دگر یاد نداد استادم
کوکب بخت مرا هیچ منجم نشناخت
یا رب از مادر گیتی به چه طالع زادم
تا شدم حلقه به گوش در میخانه عشق
هر دم آید غمی از نو به مبارک بادم
می خورد خون دلم مردمک دیده سزاست
که چرا دل به جگرگوشه مردم دادم
پاک کن چهره حافظ به سر زلف ز اشک
ور نه این سیل دمادم ببرد بنیادم","Bluntly, with joy for my words, I unveil this truth.
In the chains of love, I’m free from both heaven and earth.
Once, the Garden’s bird, now left with no parting songs,
For how thus I’ve fallen, deep, trapped in these throngs.
Once, an angel I was, in Paradise I dwelled.
By Adam, I’m down in this ruined cloister, expelled.
The Tooba tree’s shade, the angel’s caress, the pool’s hue;
All forgotten, by the mere thought of the path to you.
Save the alef of the beloved’s frame, no letter carves my heart.
What’s to be done? The Teacher taught me just this one part.
Unknown to the oracles were my stars to see.
O Lord, for what fate has Mother World given birth to me?
Ever since I wore the servants’ mark in the tavern of love,
With each breath comes a fresh gift of pain from above.
Well-deserved, my eyes suffer from the wound in my heart;
For I have given to a mother’s dearest, my heart’s every part.
With a lock of your hair, wipe the tears from Hafez’s face.
Or else, this constant flood washes away my entire foundation and base.","<p>There are many paths to choose from when translating poetry, many principles to light the way. What I personally choose is to stay as close to the author as possible, for both the meaning and the form. The translation should inspire the same emotion and evoke the same image as the original text. As Cicero puts it, I translate sense-for-sense. This is an essential approach to Persian poetry in particular, with the layered meanings and the intent behind every word.</p>
<p>Classical Persian thrives on <i>iham</i>, or ambiguity, and polysemy, and Hafez has one of the most complicated and ambiguous poetic languages. The meaning of his ghazals vary from person to person. His words can have vastly different meanings of earthly life or the divine. For example, when he writes about the Beloved, the gender is grammatically neutral in Persian, he can be speaking about a lover, or even God. Here, English, like other gendered languages, forces the translator to choose a pronoun, and, therefore, just one meaning.</p>
<p>The other essential characteristic, this time related to the form of the text, is the rhyme scheme and melody of the poem. The Persian ghazal is built upon rhyme and often features a radif, a recurring word or phrase at the end of every line. Persian offers a limitless supply of rhymes, but for English to force a strict rhyme scheme often results in verse that sounds comic, reducing the sublime mysticism of Hafez to the cadence of a nursery rhyme. The translator must therefore improvise to preserve the poem's dignity, substituting the original’s auditory effect for an internal rhythm or blank verse that mimics the feeling of the meter. For this translation, at first I decided on blank verse, but the result sounded too soulless and mundane, so I did my best with the rhymes and tried to keep the spirit of the poem intact.</p>","<p>Khajeh Shams-od-Din Moḥammad Ḥafeẓ-e Shirazi (known as Hafez) was born in fourteenth-century Shiraz, a city celebrated for its gardens, wine, and poets. One of the most admired figures in Persian literature, Hafez stands at the center of Persian culture and literary identity. His <i>Divan</i>, a collection of lyric poems, is found in every household and recited in family gatherings and national celebrations, such as Nowruz and Yalda Night.</p>
<p>Hafez lived in a time marked by political instability and that shaped both the subtlety and boldness of his verse. He is the master of the ghazal, a lyric form of six to fifteen couplets bound not by linear argument but by symbolic coherence and emotional unity. Themes of love and wine provide a space for Sufi thought, spiritual yearning, and reflections on the human condition.</p>
<p>The brilliance of Hafez lies in his radical ambiguity. His ghazals revel in earthly delights of wine, beauty, beloved, and gardens, while simultaneously engaging the metaphysical language of Sufi mysticism. Through intricate metaphor, irony, and musical precision, he creates a space where the sensual and the spiritual coexist, where he praises the beauty of the Beloved, laments separation, meditates on the brevity of life, and prods at religious hypocrisy and political authority. His layered poems invite multiple interpretations, allowing each reader to find a personal meaning in the text.</p>
<p>Hafez’s influence extends far beyond his time and place. Western writers such as Goethe and Emerson admired him, and the practice of ""fal-e Hafez,"" a form of bibliomancy using his <i>Divan</i>, remains alive today. His work endures because it continues to speak across cultures and minds to the deepest human longings for beauty, truth, and transcendence.</p>",<p>Elnaz Zandian</p>,,Farsi,fa,/assets/images/images_26/Hafez.JPG,,ghazal-317_ orig.m4a,ghazal-317_ english.m4a,2026,submission,,
